,sercdoa_OA_ser,INVN_F,UBFC_Fshelfmark,PVCS_OAcountry,PVCC_OAtown,LDCN_OArep,PRVC_OAprev_town,AUFI_Fatelier_address,AUFN_Faut,SGLT_Ftitle,SGTT_OAtitle,AUTN_OAaut,OGTT_OAtype,AUTB_Fsubj_main,OGTDOA_OAsubj_sub,ROFI_Fneg,BIBA_OAbib,OSS_Fnotes,OSS_OAnotes,FTAN_filename,NCTN_F_entry,NRSCHEDA_OA_entry,DTZG_OAcentury,LRD_Fshotdates,DTSI_Fprintdates,DTSF_Fprintdates,AUFA_Faut_dates,Note,status
1304,179973,sup 1713,PA_Roma IV 124,Italia,Roma,Chiesa di S. Agostino,,,Anonimo,,,Anonimo sec. XV,scultura,Scuola italiana,portale,,,"Fotografia incollata su cartoncino; supporto secondario mm 380x316.
","Foto sup 1713, verso del supporto secondario: nota anonima manoscritta: ""Sant Agostino. Rome. Cardinal Estouteville began the church in 1479. The door is in the style of Baccio Pontelli, if not by this hand"".",\FONDO_SUPINO\Italia\Roma IV\sup 1713.jpg,801713,105079,sec. XV,1855-1899,1855,1899,,"Sant Agostino. Rome. Cardinal Estouteville began the church in 1479. The door is in the style of Baccio Pontelli, if not by this hand"".",complete
1305,179974,sup 1715,PA_Roma IV 125,Italia,Roma,Chiesa di S. Andrea della Valle,NR,,"Moscioni, Romualdo",Monumento a Pio III. Chiesa S. Andrea della Valle. Roma,Monumento funebre di papa Pio III,Anonimo romano sec. XV,scultura,"Scuola italiana, scuola romana",monumento funebre,4759,,"Fotografia incollata su cartoncino; supporto secondario mm 381x312.
La foto compare nel catalogo Moscioni 1903.
","Foto sup 1715, verso del supporto secondario: nota anonima manoscritta: ""Pio 3., the patron of Cesar Borgia, died in 1503 after a reign of 26 days only. He was 64 years old. His tomb was transferred in 1620"". ",\FONDO_SUPINO\Italia\Roma IV\sup 1715.jpg,801715,71836,sec. XVI,1885-1899,1885,1899,,"Pio 3., the patron of Cesar Borgia, died in 1503 after a reign of 26 days only. He was 64 years old. His tomb was transferred in 1620"". ",complete
1306,179975,sup 2167,PA_Toscana II 136,,,Ubicazione sconosciuta,,J.B. Philpot. Firenze. Borgo Ognissanti n. 17,"Philpot, John Brampton",,,Anonimo sec. XIX,scultura,n.r.,calco,P2651,NR,"Fotografia incollata su cartoncino; supporto secondario mm 328x250.
Sul recto, nota anonima manoscritta: ""5"".","Foto sup 2167, verso del supporto secondario, nota anonima manoscritta: ""6° secolo. / In Bodlein, Oxford. / Christ standing in triumph upon Lion and / Viper. Around scenes from his life"".",\FONDO_SUPINO\Italia\Toscana II\sup 2167.jpg,802167,104923,sec. XIX,1866-1867,1866,1878,,"6° secolo. / In Bodlein, Oxford. / Christ standing in triumph upon Lion and / Viper. Around scenes from his life"".",complete
1307,179976,sup 1717,PA_Roma IV 126,Italia,Roma,Chiesa di S. Andrea della Valle,NR,,"Moscioni, Romualdo",Monumento a Pio II. Chiesa S. Andrea della Valle. Roma,Monumento funebre di papa Pio II,Anonimo sec. XV,scultura,"Scuola italiana, scuola romana",monumento funebre,4758,,"Fotografia incollata su cartoncino; supporto secondario mm 381x312.
La foto compare nel catalogo Moscioni 1903.

","Foto sup 1717, verso del supporto secondario: nota anonima manoscritta: ""The long inscription says that Cardinal Alexander Peretti transfered the monument from St. Peters in 1620. The Grand Pope died in 1460 in Ancona"". ",\FONDO_SUPINO\Italia\Roma IV\sup 1717.jpg,801717,71837,sec. XV,1885-1899,1885,1899,,"The long inscription says that Cardinal Alexander Peretti transfered the monument from St. Peters in 1620. The Grand Pope died in 1460 in Ancona"". ",complete
1308,179977,sup 109,PA_Toscana II 141,,,Ubicazione sconosciuta,,J.B. Philpot. Firenze. Borgo Ognissanti n. 17,"Philpot, John Brampton",,,Anonimo sec. XIX,scultura,n.r.,calco,P2736,NR,"Fotografia incollata su cartoncino; supporto secondario mm 328x250.
Sul recto, nota anonima manoscritta: ""4"".","Foto sup 109, verso del supporto secondario, nota anonima manoscritta: ""6. Secolo. The halo / creeping in. From Milan Cathedral. / A jewelled cross standing before the temple. / At the corners the 4 Evangelists. Scenes from the live of Christ"".",\FONDO_SUPINO\Italia\Toscana II\sup 109.jpg,800109,104924,sec. XIX,1866-1867,1866,1878,,"6. Secolo. The halo / creeping in. From Milan Cathedral. / A jewelled cross standing before the temple. / At the corners the 4 Evangelists. Scenes from the live of Christ"".",complete
1309,179978,sup 1721,PA_Roma IV 127,Italia,Roma,Chiesa di S. Tommaso in Formis,,,Anonimo,,,Jacopo di Lorenzo di Cosma,mosaico,"Scuola italiana, scuola laziale, scuola romana",decorazione musiva,,NR,"Fotografia incollata su cartoncino; supporto secondario mm 380x316.
","Foto sup 1721, verso del supporto secondario: nota anonima manoscritta: ""S. Tommaso in Formis. Coelian. Rome. Doorway the work of Jacobus Cosimati about 1230 ..."". ",\FONDO_SUPINO\Italia\Roma IV\sup 1721.jpg,801721,949,sec. XIII,1855-1899,1855,1899,,"S. Tommaso in Formis. Coelian. Rome. Doorway the work of Jacobus Cosimati about 1230 ..."". ",incomplete
1310,179979,sup 2170,PA_Toscana II 143,,,Ubicazione sconosciuta,,J.B. Philpot. Firenze. Borgo Ognissanti n. 17,"Philpot, John Brampton",,,Anonimo sec. XIX,scultura,n.r.,calco,P2782,NR,"Fotografia incollata su cartoncino; supporto secondario mm 326x249.
Sul recto, nota anonima manoscritta: ""7"".","Foto sup 2170, verso del supporto secondario, nota anonima manoscritta: ""7. secolo. / From Kunstkammer, Berlin. / Christ between 4 Evangelists, 2 Angels, Sun and Moon"".",\FONDO_SUPINO\Italia\Toscana II\sup 2170.jpg,802170,104925,sec. XIX,1866-1867,1866,1878,,"7. secolo. / From Kunstkammer, Berlin. / Christ between 4 Evangelists, 2 Angels, Sun and Moon"".",complete
1311,179979,sup 2170,PA_Toscana II 143,,,Ubicazione sconosciuta,,J.B. Philpot. Firenze. Borgo Ognissanti n. 17,"Philpot, John Brampton",,,Anonimo sec. XIX,scultura,n.r.,calco,P2782,NR,"Fotografia incollata su cartoncino; supporto secondario mm 326x249.
Sul recto, nota anonima manoscritta: ""7"".","Foto sup 2170, verso del supporto secondario, nota anonima manoscritta: ""7. secolo. / From Kunstkammer, Berlin. / Christ between 4 Evangelists, 2 Angels, Sun and Moon"".",\FONDO_SUPINO\Italia\Toscana II\sup 2170.jpg,802170,104925,sec. XIX,1866-1867,1866,1878,,"The Bizantine Period. / From Collection of Counte Auguste Bastard, Paris. / Our lady with the child Christ"".",complete
1312,179980,sup 1722,PA_Roma IV 128,Città del Vaticano,Città del Vaticano,Basilica di S. Pietro,,,Anonimo,,Monumento funebre di papa Sisto IV,Benci Antonio,scultura,"Scuola italiana, scuola toscana, scuola fiorentina",monumento funebre,,,"Fotografia incollata su cartoncino; supporto secondario mm 310x383.
","Foto sup 1599, verso del supporto secondario: nota anonima manoscritta: ""Sixtus 4. died in 1484. The monument was not completed till 1493 and Antonio del Pollaiolo died in 1496 ..."".",\FONDO_SUPINO\Italia\Roma IV\sup 1722.jpg,801722,72137,sec. XV,1855-1899,1855,1899,,,missing
1313,179981,sup 2174,PA_Toscana II 144,,,Ubicazione sconosciuta,,J.B. Philpot. Firenze. Borgo Ognissanti n. 17,"Philpot, John Brampton",,,Anonimo sec. XIX,scultura,n.r.,calco,P2633,NR,"Fotografia incollata su cartoncino; supporto secondario mm 326x249.
Sul recto, nota anonima manoscritta: ""13"".","Foto sup 2170, verso del supporto secondario, nota anonima manoscritta: ""The Bizantine Period. / From Collection of Counte Auguste Bastard, Paris. / Our lady with the child Christ"".",\FONDO_SUPINO\Italia\Toscana II\sup 2174.jpg,802174,104926,sec. XIX,1866-1867,1866,1878,,,missing
1314,179982,sup 1964,PA_Roma IV 130,Italia,Roma,Galleria Nazionale d'Arte Moderna,,,"Alinari, Fratelli",Firenze - Galleria Pisani - Le tentazioni di S. Antonio / (Prof. Domenico Morelli),,Morelli Domenico,dipinto,"Scuola italiana, scuola napoletana",dipinto,16560,NR,"Fotografia incollata su cartoncino; supporto secondario mm 314x381.
",,\FONDO_SUPINO\Italia\Roma IV\sup 1964.jpg,801964,100551,sec. XIX,1855-1913,1900,1920,1854-2019,,missing
1315,179983,sup 116,PA_Toscana II 142,,,Ubicazione sconosciuta,,J.B. Philpot. Firenze. Borgo Ognissanti n. 17,"Philpot, John Brampton",,,Anonimo sec. XIX,scultura,n.r.,calco,P2636,NR,"Fotografia incollata su cartoncino; supporto secondario mm 326x250.
Sul recto, nota anonima manoscritta: ""6"".","Foto sup 116, verso del supporto secondario, nota anonima manoscritta: ""From Cathedral of Milan. / Right, washing of feet; Pilate; Judas; Soldiers guarding Sepulchre. / Left, women at tomb; Noli me tangere, appaerance to Apostles; to Thomas"".",\FONDO_SUPINO\Italia\Toscana II\sup 116.jpg,800116,104927,sec. XIX,1866-1867,1866,1878,,"From Cathedral of Milan. / Right, washing of feet; Pilate; Judas; Soldiers guarding Sepulchre. / Left, women at tomb; Noli me tangere, appaerance to Apostles; to Thomas"".",complete
1316,179984,sup 2176,PA_Toscana II 145,,,Ubicazione sconosciuta,,J.B. Philpot. Firenze. Borgo Ognissanti n. 17,"Philpot, John Brampton",,,Anonimo sec. XIX,scultura,n.r.,calco,P2660,NR,"Fotografia incollata su cartoncino; supporto secondario mm 325x253.
Sul recto, nota anonima manoscritta: ""8"".","Foto sup 2176, verso del supporto secondario, nota anonima manoscritta: ""8. Secolo. / Mary and John at foot of Cross"" e sul recto: ""Crucifixion, les Soldats en costum Byzantini, /  Kunstkammer Berlin"".",\FONDO_SUPINO\Italia\Toscana II\sup 2176.jpg,802176,104928,sec. XIX,1866-1867,1866,1878,,"8. Secolo. / Mary and John at foot of Cross"" e sul recto: ""Crucifixion, les Soldats en costum Byzantini, /  Kunstkammer Berlin"".",complete
1317,179985,sup 2177,PA_Toscana II 146,,,Ubicazione sconosciuta,,J.B. Philpot. Firenze. Borgo Ognissanti n. 17,"Philpot, John Brampton",,,Anonimo sec. XIX,scultura,n.r.,calco,P2717,NR,"Fotografia incollata su cartoncino; supporto secondario mm 249x327.
Sul recto, nota anonima manoscritta: ""14"".","Foto sup 2177, verso del supporto secondario, nota anonima manoscritta: ""The Gothic Period. / From Collection Albert Way. / Mary and Child. The Crucifixion"".",\FONDO_SUPINO\Italia\Toscana II\sup 2177.jpg,802177,104929,sec. XIX,1866-1867,1866,1878,,"The Gothic Period. / From Collection Albert Way. / Mary and Child. The Crucifixion"".",complete
1318,179986,sup 2180,PA_Toscana II 147,,,Ubicazione sconosciuta,,J.B. Philpot. Firenze. Borgo Ognissanti n. 17,"Philpot, John Brampton",,,Anonimo sec. XIX,scultura,n.r.,calco,P2794,NR,"Fotografia incollata su cartoncino; supporto secondario mm 328x250.
Sul recto, nota anonima manoscritta: ""15"".","Foto sup 2180, verso del supporto secondario, nota anonima manoscritta: ""16° Secolo. / From British Museum"".
&#10;Si tratta del calco di una copia seicentesca di un avorio di Girolamo Campagna.",\FONDO_SUPINO\Italia\Toscana II\sup 2180.jpg,802180,104930,sec. XIX,1866-1867,1866,1878,,"16° Secolo. / From British Museum"".
",complete
1319,179987,sup 2180,PA_Toscana II 148,,,Ubicazione sconosciuta,,J.B. Philpot. Firenze. Borgo Ognissanti n. 17,"Philpot, John Brampton",,,Anonimo sec. XIX,scultura,n.r.,calco,P2658,NR,"Fotografia incollata su cartoncino; supporto secondario mm 327x249.
Sul recto, nota anonima manoscritta: ""11"".","Foto sup 2181, verso del supporto secondario, nota anonima manoscritta: ""Carlovingian Period. / The Crucifixion; below Ocean and Earth"".",\FONDO_SUPINO\Italia\Toscana II\sup 2181.jpg,802181,104931,sec. XIX,1866-1867,1866,1878,,"16° Secolo. / From British Museum"".
",complete
1320,179988,sup 2180,PA_Toscana II 149,,,Ubicazione sconosciuta,,J.B. Philpot. Firenze. Borgo Ognissanti n. 17,"Philpot, John Brampton",,,Anonimo sec. XIX,scultura,n.r.,calco,P2738,NR,"Fotografia incollata su cartoncino; supporto secondario mm 327x250.
Sul recto, nota anonima manoscritta: ""9"".","Foto sup 2183, verso del supporto secondario, nota anonima manoscritta: ""Carlovingian period. / from Mr. Carrands Collection. / Christ seated; his preaching in the temple"".",\FONDO_SUPINO\Italia\Toscana II\sup 2183.jpg,802183,104932,sec. XIX,1866-1867,1866,1878,,"16° Secolo. / From British Museum"".
",complete
1321,179989,sup 3285,PA_Roma IV 131,Italia,Roma,,,Alinari,"Alinari, Fratelli",Roma - Tempio della fortuna virile,Tempio della Fortuna Virile//Chiesa di Santa Maria Egiziaca,Maestranze sec. II/ I a.C.,architettura,Arte romana,tempio,11996,,"Sul recto: nota manoscritta a matita di Pasquale Nerino Ferri: ""6740"" (corrisponde al Catalogo Alinari Roma 1893), ""S.a M.a Egiziaca"". Sul verso: timbro a inchiostro ""NF"".","Foto sup 1698, verso del supporto secondario: nota anonima manoscritta: ""S. Cosimato in Trastevere. Porch. beginning of 13. th. century"".
&#10;Oggi il monumento è identificato come Tempio di Portuno.",\FONDO_SUPINO\Italia\Roma IV\sup 3285.jpg,803285,105080,"sec. II/ I a.C.,sec. IX",1876-1881,1876,1881,1854-2019,,missing
1322,179990,sup 312,PA_Toscana II 150,,,Ubicazione sconosciuta,,J.B. Philpot. Firenze. Borgo Ognissanti n. 17,"Philpot, John Brampton",,,Anonimo sec. XIX,scultura,n.r.,calco,2678,NR,"Fotografia incollata su cartoncino; supporto secondario mm 326x249.
Sul recto, nota anonima manoscritta: ""12"".","Foto sup 2183, verso del supporto secondario, nota anonima manoscritta: ""The Barbarous Period. / From the Vatican. Diptychon of Odelric, Abbe' de Rambeau Anno 890. / Crucifixion; Sun and Moon; Mary and John; the Shewolf"".",\FONDO_SUPINO\Italia\Toscana II\sup 312.jpg,800312,104933,sec. XIX,1866-1867,1866,1878,,,missing
1323,179991,sup 3279,PA_Roma IV 132,Italia,Roma,,,Ed. Alinari,"Alinari, Fratelli",Roma - Porta Ostiense oggi S. Paolo. (Dei tempi di Aureliano),Porta San Paolo,Maestranze sec. III,architettura,Arte romana,porta,28698,,"Sul verso: firma autografa di Pasquale Nerino Ferri: ""NFerri"".","Foto sup 1561, verso del supporto secondario: nota anonima manoscritta: ""Interior of Porta di San Paolo. Gateway fortress of Honorius, a. d. 400 ..."".",\FONDO_SUPINO\Italia\Roma IV\sup 3279.jpg,803279,105045,sec. III,1893-1912,1893,1917,1854-2019,,missing
1324,179992,sup 2010,PA_Toscana II 126,Italia,Poppi,,,,Anonimo,,Palazzo dei conti Guidi,Lapo di Cambio,architettura,"Scuola italiana, scuola toscana",palazzo,,,"Fotografia incollata su cartoncino; supporto secondario mm 353x274.
Sul recto, timbro: ""Donazione Supino"".",,\FONDO_SUPINO\Italia\Toscana II\sup 2010.jpg,802010,104934,sec. XIII,,1880,1930,,,missing
1325,179993,sup 3281,PA_Roma IV 133,Italia,Roma,,,Ed. Alinari,"Alinari, Fratelli",Roma - Anfiteatro Flavio o Colosseo coi nuovi scavi,Anfiteatro Flavio//Colosseo,Maestranze sec. I,architettura,Arte romana,anfiteatro,5821,,"Sul verso: nota manoscritta di Pasquale Nerino Ferri a matita blu: ""57[...]"".",,\FONDO_SUPINO\Italia\Roma IV\sup 3281.jpg,803281,104545,sec. I,1874-1893,1874,1917,1854-2019,,missing
1326,179995,sup 2011,PA_Toscana II 127,Italia,Pisa,,,,"Alinari, Fratelli",Pisa. Chiesa di S. Pietro in Vinculis (fondata nel 1072),Chiesa di San Pietro in Vinculis//San Pierino,Maestranze sec. XI/ XII,architettura,Arte romanica,chiesa,(10117),,"Sul verso: note anonime manoscritte a matita  rossa: ""5098"" (cancellata): ""402""; timbro a inchiostro ""NF"".
",,\FONDO_SUPINO\Italia\Toscana II\sup 2011.jpg,802011,104935,sec. XI/ XII,1876-1881,1876,1917,1854-2019,,missing
1327,179996,sup 2025,PA_Toscana II 128,Italia,Firenze,Chiesa di S. Maria Novella,,,Anonimo,,Tomba del beato Giovanni da Salerno,Anonimo toscano sec. XV,scultura,"Scuola italiana, scuola toscana",tomba,,,"Sul recto, timbro: ""Donazione Supino""",,\FONDO_SUPINO\Italia\Toscana II\sup 2025.jpg,802025,104936,"sec. XVI,sec. XV",,1880,1920,,,missing
1328,179997,sup 625,PA_Roma II 027,Città del Vaticano,Città del Vaticano,"Palazzi Vaticani, Museo Pio Cristiano",NR,,Anonimo,,,Anonimo sec. IV,scultura,Arte romana,sarcofago,,,"Fotografia incollata su cartoncino; supporto secondario mm 323x384.

","Foto sup 625, verso del supporto secondario: nota anonima manoscritta: ""Cristian Museum. Lateran. Moses..."".
&#10;La foto documenta le opere e l'allestimento ottocentesco nel Museo lateranense.",\FONDO_SUPINO\Italia\Roma II\sup 625.jpg,800625,105081,sec. IV,1855-1899,1855,1899,,"Cristian Museum. Lateran. Moses..."".
",incomplete
1329,179998,sup 2013,PA_Toscana II 129,Italia,Firenze,Cattedrale di S. Maria del Fiore,,,Anonimo,Dante painted by Domenico di Michelino in 1465,,Domenico di Michelino,dipinto,"Scuola italiana, scuola toscana, scuola fiorentina",dipinto,413,NR,"Fotografia incollata su cartoncino; supporto secondario mm 316x381.
Sul recto del supporto secondario, nota a matita: ""2482"".","Foto sup 2013, verso del supporto secondario: nota anonima manoscritta: ""Dante painted by Domenico di Michelino in 1465. / He shows the gates, walls and tower of Florence in the 15.th century. Also an anteport is figured. / The walls were begun in 1285 and took 100 years to complete. They formed the second circuit. / The towers, which were 76 feet high, were pulled down in 1527. / The tower of the Palazzo Publico (Palazzo Vecchio [...]) was in 1465 / and it is now"".",\FONDO_SUPINO\Italia\Toscana II\sup 2013.jpg,802013,12433,sec. XV,1855-1899,1855,1899,,"Dante painted by Domenico di Michelino in 1465. / He shows the gates, walls and tower of Florence in the 15.th century. Also an anteport is figured. / The walls were begun in 1285 and took 100 years to complete. They formed the second circuit. / The towers, which were 76 feet high, were pulled down in 1527. / The tower of the Palazzo Publico (Palazzo Vecchio [...]) was in 1465 / and it is now"".",incomplete
1330,179999,sup 631,PA_Roma II 033,Città del Vaticano,Città del Vaticano,"Palazzi Vaticani, Museo Pio Cristiano",NR,,"Simelli, Carlo Baldassarre",,,Anonimo sec. IV,scultura,Arte romana,sarcofago,2906,,"Fotografia incollata su cartoncino; supporto secondario mm 318x381.

Attribuzione all'autore tratta dalla schedatura del fondo in SBN.

Le foto della serie Parker sono state realizzate tra il 1864 e il 1877: 
negativi n.1-755 eseguite tra il 1864 ed il 1866; 
negativi n. 756-1100 eseguite nel 1867-1868; 
negativi n. 1101-1623 eseguite nel 1868-1869;

Foto descritta in  J. H. Parker, Historical Photographs. A catalogue of three thousand three hundred phographs of Antiquities in Rome and Italy, Londra 1879, p. 36.","Foto sup 631, verso del supporto secondario: nota anonima manoscritta: ""Christian Sarcophagus in the Lateran Museum representing six subjects. 1. Let little children come unto me. 2. The woman with the flux. 3. Undetermined. 4. and 5. Below, the Paralytic on his bed; above, he carrying it off. 6. Triumphal entry into Jerusalem"".
&#10;La foto documenta le opere e l'allestimento ottocentesco nel Museo lateranense.",\FONDO_SUPINO\Italia\Roma II\sup 631.jpg,800631,105082,sec. IV,1869-1877,1869,1899,,"Christian Sarcophagus in the Lateran Museum representing six subjects. 1. Let little children come unto me. 2. The woman with the flux. 3. Undetermined. 4. and 5. Below, the Paralytic on his bed; above, he carrying it off. 6. Triumphal entry into Jerusalem"".
",complete
1331,180000,sup 2014,PA_Toscana II 130,Italia,Pisa,,,G. Sommer. Fotografo di S.M. il Re d'Italia. Napoli. Largo Vittoria. Palazzo Sommer.,"Sommer, Giorgio",Il Duomo. Battistero. Il Campanile. Pisa,Battistero,Diotisalvi,architettura,Scuola italiana,battistero,2950,,"Fotografia incollata su cartoncino; supporto secondario mm 67x104.
Formato carte de visite.
Sul verso del supporto secondario, note anonime a matita blu: ""787"" (cancellata); ""980"".",,\FONDO_SUPINO\Italia\Toscana II\sup 2014.jpg,802014,104937,"sec. XII,sec. XIII/ XIV,sec. XIV",1855-1886,1880,1914,,,missing
1332,180001,sup 745,PA_Roma II 075,Città del Vaticano,Città del Vaticano,"Musei Capitolini, Palazzo dei Conservatori",,,Anonimo,,Bruto Capitolino,Anonimo sec. IV/ III a.C.,scultura,Arte romana,busto,,,"Fotografia incollata su cartoncino; supporto secondario mm 385x322.

","Foto sup 745, verso del supporto secondario: nota anonima manoscritta: ""Palace of the Contervators. Capitol. Bronze bust of Junius Brutus, quel bruto che cacciò tarquinio. It was presented to the city by Cardinal Pio di Carpi in the 16. th. century"". ",\FONDO_SUPINO\Italia\Roma II\sup 745.jpg,800745,105083,sec. IV/ III a.C.,1855-1899,1855,1899,,"Palace of the Contervators. Capitol. Bronze bust of Junius Brutus, quel bruto che cacciò tarquinio. It was presented to the city by Cardinal Pio di Carpi in the 16. th. century"". ",complete
1333,180002,sup 905,PA_Roma II 122,Italia,Roma,Basilica di S. Sabina,,,Anonimo,,Monumento funebre del cardinale d'Auxia,Anonimo romano sec. XV,scultura,"Scuola italiana, scuola romana",monumento funebre,,,"Fotografia incollata su cartoncino; supporto secondario mm 322x384.

","Foto sup 443, verso del supporto secondario: nota anonima manoscritta: ""S. Sabina on the Aventine. Monument of Cardinal Auxia who died in 1483. Auxia of Poggio ..."".
&#10;Foto sup 905, verso del supporto secondario: nota anonima manoscritta: ""Santa Sabina. Tomb of Cardinal Auxias del Puch"". ",\FONDO_SUPINO\Italia\Roma II\sup 905.jpg,800905,69193,sec. XV,1855-1899,1855,1899,,"Santa Sabina. Tomb of Cardinal Auxias del Puch"". ",complete
1334,180003,sup 2070,PA_Toscana II 131,Italia,Sansepolcro,Chiesa di S. Francesco,,Francesco Venturi. Via Bartagliati 20. Sansepolcro,"Venturi, Francesco",,,Maestranze comacine sec. XIV,architettura/ scultura,"Scuola italiana, scuola lombarda",altare,,,"Sul verso del supporto secondario, note anonime a matita rossa: ""1444a [?]"" (cancellata); ""210"".","Foto sup 2070, verso: nota autografa di P.N. Ferri a matita: ""Opera dei Maestri Comacini / Costruito dal Com.ne di Borgo / in onore di S. Ranieri nel dì / d'Ognissanti 1304"".",\FONDO_SUPINO\Italia\Toscana II\sup 2070.jpg,802070,104938,sec. XIV,,1855,1917,,"Opera dei Maestri Comacini / Costruito dal Com.ne di Borgo / in onore di S. Ranieri nel dì / d'Ognissanti 1304"".",complete
1335,180004,sup 1087,PA_Roma III 065,Italia,Roma,,,,Anonimo,,Porta Tiburtina//Porta San Lorenzo,Maestranze sec. I a.C.,architettura,Arte romana,porta,,,"Fotografia incollata su cartoncino; supporto secondario mm 456x359.

","Foto sup 1563, verso del supporto secondario: nota anonima manoscritta: ""Exterior of Porta di San Lorenzo. The stone work is of the age of Honorius a. d. 400 ..."". 
&#10;Foto sup 1087, verso del supporto secondario: nota anonima manoscritta: ""Porta S. Lorenzo. Shows the interior anteport destroyed in my time"". ",\FONDO_SUPINO\Italia\Roma III\sup 1087.jpg,801087,105046,"sec. I a.C.,sec. III",1855-1869,1860,1899,,"Porta S. Lorenzo. Shows the interior anteport destroyed in my time"". ",complete
1336,180006,sup 2015,PA_Toscana II 132,Italia,Firenze,Museo Nazionale del Bargello,Firenze | 1868,Alinari,"Alinari, Fratelli",Tabernacolo. Della Robbia. Museo Nazionale Florence,,Della Robbia,scultura,"Scuola italiana, scuola toscana",tabernacolo,6285,,"Fotografia incollata su cartoncino; supporto secondario mm 381x317.
",,\FONDO_SUPINO\Italia\Toscana II\sup 2015.jpg,802015,75412,sec. XV/ XVI,1873-1876,1873,1899,1854-2019,,missing
1337,180007,sup 1090,PA_Roma III 066,Italia,Roma,,,,Anonimo,,Tempio di Ercole Vincitore,Maestranze sec. II a.C.,architettura,Arte romana,tempio,,,"Fotografia incollata su cartoncino; supporto secondario mm 371x467.

",,\FONDO_SUPINO\Italia\Roma III\sup 1090.jpg,801090,105084,sec. II a.C.,1855-1877,1860,1899,,,missing
1338,180008,sup 2016,PA_Toscana II 133,Italia,Siena,Battistero di S. Giovanni Battista,,,Lombardi,Fonte Battesimale di Siena,Fonte battesimale,Jacopo della Quercia,scultura,"Scuola italiana, scuola toscana, scuola senese",fonte battesimale,80,,"Sul verso: note anonime manoscritte a matita  blu: ""585"".","Foto sup 2016, verso: nota autografa manoscritta di N.P. Ferri: ""Fonte Battesimale di Siena / principiato nel 1428 è una delle / meraviglie artistiche del Rinascimento. / E' tutto di marmo a vari colori, di / forma esagona, e ornato negli specchi di / altrettanti bassorilievi in bronzo. / 1. Il Battesimo di Cristo del Ghiberti / 2. S. Giov. in prigione idem / 3. Banchetto di Erode - Donatello [...] / Tre delle figure agli angoli - Carità / Giustizia Prudenza sono di Turino figlio / La Fede e la Speranza di Donatello / La Forza è di Goro di Neroccio. / Tre degli angioli sono di Donatello e gli / altri di Jac. della Quercia e Vecchietta"".
&#10;Foto sup 2081, verso del supporto secondario: nota anonima manoscritta: ""S. Giovanni. Siena. / Battistero by Giacomo della Quercia. / The bronze basreliefs are by Donatello and others"".",\FONDO_SUPINO\Italia\Toscana II\sup 2016.jpg,802016,73003,sec. XV,1860-1874,1860,1917,,"Fonte Battesimale di Siena / principiato nel 1428 è una delle / meraviglie artistiche del Rinascimento. / E' tutto di marmo a vari colori, di / forma esagona, e ornato negli specchi di / altrettanti bassorilievi in bronzo. / 1. Il Battesimo di Cristo del Ghiberti / 2. S. Giov. in prigione idem / 3. Banchetto di Erode - Donatello [...] / Tre delle figure agli angoli - Carità / Giustizia Prudenza sono di Turino figlio / La Fede e la Speranza di Donatello / La Forza è di Goro di Neroccio. / Tre degli angioli sono di Donatello e gli / altri di Jac. della Quercia e Vecchietta"".
",incomplete
1339,180009,sup 1094,PA_Roma III 068,Italia,Roma,,,,"MacPherson, Robert",,Teatro di Marcello,Maestranze sec. I a.C.,architettura,Arte romana,anfiteatro,,,"Fotografia incollata su cartoncino; supporto secondario mm 454x358. Foto pubblicata in
http://www.historyphotography.org/doc/MACPHERSON_FANELLI.pdf
",,\FONDO_SUPINO\Italia\Roma III\sup 1094.jpg,801094,105085,sec. I a.C.,1857-1858,1857,1899,,,missing
1340,180012,sup 2066,PA_Toscana II 135,,,Ubicazione sconosciuta,,,Anonimo,,,Anonimo sec. XIX,scultura,n.r.,calco,,,"Sul verso del supporto secondario, nota anonima a matita rossa: ""1063"" e a matita: ""84""; sul recto, nota anonima a matita: ""752"".
Fotografia incollata su cartoncino; supporto secondario mm 105x68.
Formato carte de visite.","Foto sup 2066, verso del supporto secondario, nota autografa di P.N. Ferri: ""Ritratto / della moglie di / Bernardo Strozzi"".",\FONDO_SUPINO\Italia\Toscana II\sup 2066.jpg,802066,104939,sec. XIX,,1855,1917,,"Ritratto / della moglie di / Bernardo Strozzi"".",complete
1341,180013,sup 1109,PA_Roma III 075,Italia,Roma,,,,Anonimo,,Arco di Settimio Severo,Maestranze sec. III,architettura,Arte romana,arco trionfale,,,Fotografia incollata su cartoncino; supporto secondario mm 381x312.,,\FONDO_SUPINO\Italia\Roma III\sup 1109.jpg,801109,105086,sec. III,1855-1899,1855,1899,,,missing
1342,180014,sup 2019,PA_Toscana II 137,Italia,Firenze,"Palazzo degli Uffizi, Galleria degli Uffizi",,Ed.ne Alinari,"Alinari, Fratelli",Firenze. - R. Galleria Uffizi. Sala delle Iscrizioni.,Mercurio,Anonimo sec. II,scultura,Arte romana,statua,1300,,"Sul verso della foto, nota anonima manoscritta a matita blu: ""7282"".
Una foto con il medesimo soggetto compare nel catalogo Alinari ""Prima Appendice"", 1873, p. 29 con il numero di inventario: 2028.","La foto sup 2019 documenta l'opera nell'allestimento della Sala delle Iscrizioni, smantellata nel 1919.",\FONDO_SUPINO\Italia\Toscana II\sup 2019.jpg,802019,104940,sec. II a.C.,1855-1896,1890,1917,1854-2019,,missing
