,Unnamed: 0.1,Inv,Note,status
927,927,sup 1449,"Taormina. Interior of Palazzo Corvaja, A. DD. 1372. The basrelief on the stairs in the coust shows creation of woman, Adam and Eve, and this telling the ground. It is of the 14.th century"". ",complete
928,928,sup 2104,"This altar is said to have been commenced in 1286. / The Madonna and Child are in the centre and to the right and left are S.t Gregory / the Great (with the features of Pope Honorius IV, Savelli) and S.t Donato. / Above the reliefs represent the marriage, ascension and annunciation; / on the wings are scenes from the life of San Donato"".
",complete
929,929,sup 2103,"Back of the High Altar - 1286. / The reliefs show in the centre the death of the Virgin and right and left / and below scenes ont of the history of San Donato"".",complete
930,930,sup 1450,"Taormina. The cloister of the Osservanti, now Mr. Rainfords pension"".
",complete
931,931,sup 962,"S. Croce, Florence. / Monument of the celebrated humanist Lionardo Bruno of Arezzo, who died in 1444. / He was secretary to the Republic. The tomb is a work of Bernardo Rossellini..."". Segue trascrizione dell'iscrizione.",incomplete
932,932,sup 1454,"Taormina. Palazzo del Duca di Santo Stefano, about 1300"".
",complete
933,933,sup 1536,"Taormina. Palazzo del Duca di Santo Stefano, about 1300"". ",complete
934,934,sup 963,"S. Croce, Florence. / Pazzi monument outside the church, sid to be the work of Nino Pisano. / Nino died in 1366..."". Segue trascrizione dell'iscrizione.",incomplete
935,935,sup 963,"S. Croce, Florence. / Monument of Sophia Czartoriska, Countess Zamoyska, who died in 1837. / It is by Bartolini"".",complete
936,936,sup 1468,"Cavallari said that she was of the time of Praxiteles circa 350, but she is not so early"". 
",complete
937,937,sup 1456,"The Landolina Venus found at Syracuse in 1804. F. Wolters puts her into the hellenistic-roman period, about the time of our Townley Venus. Her back is more beautifully finished than her front"".
",complete
938,938,sup 1469,"Her back is more beautiful than her front view. It is most higly finished. She must have been placed in a rotunda"". ",complete
939,939,sup 1471,"Catania. Santo Carcere. The Norman door is from the Cathedral and dates before 1169"". 
",complete
940,940,sup 1472,"Catania. Door of the norman cathedral, of beginning of 13.th century, now at Santo Carcere"".",complete
941,941,sup 1473,"Palermo. Interior of la Catena"". ",complete
942,942,sup 974,"All'Illustre Prof. Supino Igino / della R. Università di Bologna / modestamente offro / P. Picci [?] / Lucca 8/3/1939a/7"".",complete
943,943,sup 1490,"Red porphiry sarc. of William the Bad who died in 1166. White marble sarc. made by Bishop Torres in 1575 for William the Good (+1189), who founded the Duomo. Observe the coat of arms, the so called ""Norman"" coat. The field is azur and the chequers, argent and gules. This coat is much repeated about the church. When did it come in? William the bad ..."". ",incomplete
944,944,sup 1493,"Anno Dei MCLXXXVI. Bonannus civis Pisanus me fecit"".",complete
945,945,sup 1502,"In 1463 Domenico Gagini, a lombard from Como inhabits Palermo. Amounght his other works he makes the older of the two pilas in the Duomo and the tomb of Cecilia in the Museo. He died in 1492. His son Antonello, the great sculptor, born in 1478, inhabits Messina. He makes amoungst other things the tomb of his patron, Archb. Paternò, who died ..."".",incomplete
946,946,sup 1083,"fiorentino [...] 1/2 del '500"".",incomplete
947,947,sup 1507,"She is of the XVIth century and comes from the Convent della Maddalena di Corleone; she is much painted"".",complete
948,948,sup 1079,"fiorentino sec. XV"".",complete
949,949,sup 1080,"fiorentino sec. XV"".",complete
950,950,sup 1509,"This fine bronze come from a house in Pompei where it was found in 1805. It decored an interior coust as a fountain, and the deer has stile a pipe in its mouth. Its eyes and these of Hercules are of different metal from that of their bodies"".",complete
951,951,sup 1081,"Susini G.F. Gladiatore morente"".",complete
952,952,sup 1084,"fiorentino Sec. XV"".",complete
953,953,sup 1085,"Soldani Massimiliano?"".",complete
954,954,sup 1519,"The porphyry monument of the Emperor Henry VI + 1197. On the sarc in relief are, in the front, above a rosette, below a leaf inscribed in a disk, in the rear, above a simple royal crown, below a disk. An old, but not contemporaneons inscription said: Imperio adjecit Siculos Henricus utrosque Sextus Inerorus candida progenies Qui monacham sacri ..."". ",incomplete
955,955,sup 1522,"Metope of the second period of the Selinus temples. Circa 550 years B. C. Subyeet, a Sphinx"". 
",complete
956,956,sup 1523,"Metope of the second period of the Selinus temples. Circa 550 years B. C. It was found in farmary of this year, 1892. Subyeet, Europa on the bull. The two delphins below the bull represent the sea. In Febr. 1892 Salinas found these 2 metopes with a third much damaged representing Herakles tanning a bull. All three have traces of color and ..."". 
",incomplete
957,957,sup 1103,"Secolo XV / Monastero fuori Porta S. Marco"".",complete
958,958,sup 2112,"From the façade of the Borgherini family in Borgo S. Apostoli"".",complete
959,959,sup 12482,"Metope of the third period of the Selinus temples, circa 450 year B.C. It was found built into a wall some two or three years ago. The subyeet is a conversation between Hera and Hermes?"". 
",complete
960,960,sup 1113,"Anticipando i migliori auguri per il nuovo anno al / Cav. prof.I.B. Supino gli offro questa riproduzione di / una ""Robbia"" inedita / I. Corsini [?] / 21.XII.1902"".
",complete
961,961,sup 1622,"Venice. Palazzo Contarini Fasan. The balconies are much later than the rest of the architecture. The arms are: d'or a trois baudes d'azur"".
",complete
962,962,sup 1655,"Palazzo Contarini - Fasan. Venezia"". ",complete
963,963,sup 2026,"Siena. Palazzo Pubblico. / Porta d'ingresso della Sala del Consistorio. / Giacomo della Quercia"".",complete
964,964,sup 2027,"Montepulciano. / Faith, a figure forming part of Aragazzi monument"".",complete
965,965,sup 1623,"Doge's Palace. Venice. Details of the facade of the Cortile de' Senatori, probably by Pietro Lombardi. The coat is that of Doge Lionardo Loredano (1501-1521)"".",complete
966,966,sup 1624,"S. Giobbe. Venice. Door of good renaissance about 1480. The church built from 1462 to 1471 is in the style of the Lombardi. The principal chapel, in which Doge Cristoforo Moro (+1471) lies buried, is a chef-d'ouvre of the renaissance"".
",complete
967,967,sup 1793,"S. Giobbe. Venice. Details of entrance door, about 1480, the perfection of the renaissance"". ",complete
968,968,sup 1627,"S. Maria dei Frari. Venice. Campanile of the Venetian type, like that of Santo Stefano. An octagon rises out of a square. An inscription says that Jacobus Calega began it in 1316 and that his son, Pierpaolo finished the work in 1396"". ",complete
969,969,sup 2028,"Pienza. / Palazzo Pubblico built for Pope Pius II about 1460. / His coat is on it"".",complete
970,970,sup 1629,"Venice. Il ponte del Paradiso. About 1350. Arms Foscari"".",complete
971,971,sup 2029,"Palazzo Piccolomini. Pienza. / Well in interior of palace. Piccolomini arms"".",complete
972,972,sup 1630,"Campanile of S.S. Giovanni e Paolo on the Celian, founded on the Claudium and adorned with granite ..Portico of S.S. Giovanni e Paolo, erected during the pontificate of Adrian IV, the only English Pope, 1154-1159. On the architrave: ""Presbiter ecclesie Romane rite Joannes Hec animi voto dona vovendo dedit Martoribus Christe Paulo pariterque Joannes Passio quos eadem contulit esse pares"". This Joannes is Cardinal Giovanni Conti of Sutri ..."".",incomplete
973,973,sup 1632,"Venice. Doorway of house called that of Othello on account of the camel over its apex. About 1350"".",complete
974,974,sup 1633,"Venice. Entrance to yard of Palazzo Pesaro. Foscari"".",complete
975,975,sup 1634,"Frari. Venice. Door - about 1400"".
",complete
976,976,sup 1677,"S. Maria dei Frari. Venice. Basrelief over side door, suppost to be a work of the Masegne, before 1400"".",complete
977,977,sup 1635," Venice. Over doorway near S. Cassiano. End of 14.th century"".",complete
978,978,sup 1636,"Venice. Santa Maria de' Miracoli"". ",complete
979,979,sup 1637,"S. Maria dei Miracoli. Venice. Built 1481-1489 by Pietro Lombardo. Pilaster by side of entrance door"".",complete
980,980,sup 2032,"A good example of a Minos mannerism. / Not beautiful. About 1465"".",complete
981,981,sup 2033,"S. Gimignano. / S. Agostino. / Altar and sepolcral monument of S. Bartolo by Benedetto da Maiano. 1494. / Ossa / Divi Barthom. Gemin. / malorum geniorum / fugatoris. / See Perkins"".",complete
982,982,sup 1641,"Venice"".",complete
983,983,sup 2034,"San Gimignano. / Palazzo and Towers of the Podesta begun in 1250: in one of the towers is a mark / showing the hight above whitch no private tower might be raised. / Dante was sent as an ambassador to the republic in 1299. / The tower to the left is that of the Salvorelli. / The clock tower del Orinolo was anciently called la Rognosa (scabby)..."".",incomplete
984,984,sup 2035,"San Gimignano. / The twin towers of the Salvucci (Guelphs)"".",complete
985,985,sup 1643,"Venice. Balcony of house in street near S. Giorgio degli Schiavoni. Beginning of 17.th century"".",complete
986,986,sup 2036,"Towers in San Gimignano, showing truncated ones now used as houses. / The large tower on the left is that of the Binatti"".",complete
987,987,sup 2038,"Campanile called delle cento buche, built in 1350. It looks much older. / The Fraternità dei laici, now the Library and Museum, is a very early mixed / renaissance and gothic building erected in 1383 by Niccolò di Arezzo"".",complete
988,988,sup 1644,"Doges palace. Window and balcony about 1525. Arms of Gritti (1523-28). Upper portion later"".",complete
989,989,sup 1646,"Venice. Arsenale. One of the marble lions brought by Morosini from the Piraeus in 1687. Doubtless it decorated an Attic funeral monument"".",complete
990,990,sup 2039,"This pulpit is said to have been executed in 1473. / Tho' unegual in parts, it is very elegant"".",complete
991,991,sup 1646,"S. Zaccaria. Venice. Portal 1477-1490. The statue of the Saint over the door is about the last work of Alessandro Vittoria +1608. He lies buried within the Church. In basso a sin. Porta S. Zaccaria"".",complete
992,992,sup 2041,"Campanile of Duomo of Prato built by Niccolò di Cecco in 1340"".",complete
993,993,sup 1648," 'Casa Dario. Venice. ""Genio urbis Joannes Darius'. About 1450- a little heavy"".",complete
994,994,sup 2042,"Built before 1284. Merli ghibellini"".",complete
995,995,sup 1649,"Venice. Madonna dell'Orto. Entrance portal. End of 15th. century. Well restored"".",complete
996,996,sup 1649,"Scuola di S. Giovanni Evangelista. Inside this noble entrance: ""Sumptibus patrumet diligentiae praesidentum 1481"". This beautiful work is, from the date, most probably by the hand of Pietro Lombardo himself, but he may have been aided by his sons. Some however ascribe the portal to Leopardi. In basso a matita: Chiesa di S. Giovanni Evangelista"".",complete
997,997,sup 2046,"Palazzo Comunale at Volterra, a truncated tower. / The central palazzo, whose lower story is now occupied by shops, was the tower of the Maltraggi / or Malariazzi. The building to its left, much altered and now the Post Office, was the tower of / the Malagotti. The fine large palazzo to its right, of which only a small portion is shown in the photo, belonged to the Belforti. Beyond this comes the palazzo of the Podestà or Capitano di / Giustizia with a fine tower of the 12th Century still standing. Volterra has many fine towers"".",complete
998,998,sup 1655,"Venice. Capital of column of Doges palace. Subyeet: the judgment of Solomon and Troyan granting justice to the widow. By Filippo Calendario about 1344. He must have learnt in the school of Andrea Pisano. Ruskin puts its in the following century. Street differs from him. At all events the Trajan and widow are of 1344"".",complete
999,999,sup 1657,"Venice. Palazzo Cavalli at traghetto S. Benedetto on Canal Grande. On the left is the Palazzo Grimani, now Corte d'Appello"". ",complete
1000,1000,sup 1658,"Venice. Santa Maria de' Miracoli"".",complete
1001,1001,sup 1659,"Venice. Ponte S.S. Apostoli. Palace of the Falieri about 1230. Here dwelt the traitor Doge Marino"".",complete
1002,1002,sup 1660,"Venice. Door of Palazzo on Rio della Fava. Rich renaissance after 1500. In basso a sin. a matita: Rio Della Fava"".",complete
1003,1003,sup 1661,"Arsenale. Venice. The Door itself of 1460, the enclosure with the 8 statues of 1682. The S. Giustina and the 2 rases over the tympanum of 1571 are a record of Lepanto. The lion sejeant with Harold Hardradas runes from the Pireus (1687), the lion conchant from the Via Sacra at Athens. Inscription on big lion: ""Franciscus Macorocenus Peloponesiacus ..."".",incomplete
1004,1004,sup 1663,"S. Zaccaria. Venice. Entrance to court before the church. The relief is of the end of the 14th. century"".",complete
1005,1005,sup 1667,"Arsenale. Venice. La porta dei Forni_ 1596. Arms of Doge Marino Grimani (1595-1606). In basso a dx. a matita: Porta del forno dell'arsenale"".",complete
1006,1006,sup 1728," Venice. Exterior of San Marco"".
",complete
1007,1007,sup 1736,"Campanile of San Marco, Venice. 320 feet high. Begun in 902. It took the republic nearly 300 years to raise it to a height of 180 feet. The loggia and superstructure were added in the 16th. century. Says Ruskin: 'Venice may well call upon us to note with reverence, that of all the towers that are stile seen rising like a branchless ..."". ",incomplete
1008,1008,sup 1675,"Scuola di San Marco. Venice. Built by Martino Lombardo in 1490. The statues and much of the ornamental work is by B. Bon. The reliefs of the lions and of the history of Ananias (S. Aniano, whom S. Marco healed and baptized) are beautiful works of Tullio Lombardo"".",complete
1009,1009,sup 1679,"Venice. Loggetta. Bronze Apollo of J. Sansovino, about 1540"".
",complete
1010,1010,sup 1773,"Venice. Loggetta. Bronze Mercury of J. Sansovino, about 1540"".
",complete
1011,1011,sup 1774,"La Loggetta. Venice. The Minerva, a work of Jacopo Sansovino circa 1540. Statua della Loggetta"".",complete
1012,1012,sup 2050,"This is the most celebrated of the three pulpits of Pistoia. / It was executed in 1298-1301"".",complete
1013,1013,sup 1680,"Scala del Palazzo Minelli. Venezia. Scala del Palazzo Contarini del Bovolo, now Minelli. It is of the 15th. century, probably by one of the Lombardi and in inimitation of the Campanile at Pisa, so that it has been by mistake taken for a work of the 12th. century. It has lately been put into thoro' repair by subscription. Vide the inscription ..."".",incomplete
1014,1014,sup 2053,"Pistoia. / Architrave of door of S. Andrea - 1116. / + Veniunt ecce Magi sidus regale secuti. +Falleris Herodes quod Christum perdere voles. /  +Melchior Caspar Baltasar. +Majos stella monet puero tria munera donent. / Fecit hoc opus Gruamons Magister bonus et Deodatus ejus frater. / Below at the Annunciation: Magister Enricus me fecit"".",complete
1015,1015,sup 1682,"Venice. Stemma ducale sopra la porta della riva del palazzo ducale. The arms of Barberigo. D'Argent a la bande d'azur, chargé de trois lion ceaux d'or et accompagné de six barbes desable posees en orle. Marco Barberigo was doge from 1485 to 1486 and Agostino Barberigo from 1486 to 1501"". ",complete
1016,1016,sup 2055,"Campanile of the Duomo of Pistoia. / The lower portion is dated 1200, the upper is of the 14.th cent.y"".",complete
1017,1017,sup 1683,"Capitello del Palazzo Ducale. Venezia. By Filippo Calandrini about 1350, tho' Mr. Ruskin puts it later. The subyect is marriage, its joys and woes. The first compartment represents courtship, the last, the death of the child"".
",complete
1018,1018,sup 1770,"Doges Palace, Venice. Capital of one of the capitals of the columns of the lower stons facing the sea. The subject is the principal virtues. ""Largitas me honorat"" says Generosity giving ont her gold pieces"".",complete
1019,1019,sup 2056,"Montepulciano. / Fortitude, a figure of Aragazzi monument"".",complete
1020,1020,sup 1686,"Venice. Daedalus fitting wings on the Icarus. a good work of Canova"". ",complete
1021,1021,sup 1688,"In San Sebastiano. Venice"". ",complete
1022,1022,sup 2057,"Montepulciano. / Relief forming part of the Aragazzi monument. / Mr Perkins thinks it in Donatello's very best style"".",complete
1023,1023,sup 2058,"Montepulciano. / Figure forming part of the Aragazzi monument"".",complete
1024,1024,sup 1689,"Murano. Palazzo Mula"".",complete
1025,1025,sup 1690,"Chiesa di S. Donato. Murano"". ",complete
1026,1026,sup 2059,"Montepulciano. / Basrelief of Aragazzi monument. / Mr Perkins says that it is in Donatello's bery best style"".",complete
1027,1027,sup 2063,"Duomo. Siena. / The Campanile is romanesque and of the beginning of the 13.th century, /  but it was coated with marble and ornamented by Agostino and Agnolo da Siena in the 14th. / Over the side door of the Duomo is the Gothic inscription: / Annus centenus Rome semper est yubilenus Crimina laxantur, cui penitet ista donantur, Hec declaravit Bonifatius et..."".",incomplete
1028,1028,sup 2043,"Siena. La torre del Mangia from the Foro Boario"".",complete
1029,1029,sup 2064,"Siena. / The palazzo pubblico of the 13th. and 14.th centuries with the tower / called la Mangia, so named from Mangia the artificer who / made the wooden man that struck the hours in the belfry. / ""Il Mangia e quel cotal che suona l'ore / E dal campanaticense Mangia bis denas [?]clara voce temperat horas"""".
",complete
1030,1030,sup 2065,"Siena. / The house of Santa Caterina Benincasa. The facade with the bust of Saint and the / double loggia is by Giacomo / Cozzarelli (1453-1515). / The facade of the Church, 1475, is by Francesco di Duccio del Guasta. / It looks just like a work of Baccio Pontelli"".",complete
1031,1031,sup 1691,"Chiesa di S. Tosca e il Duomo. Torcello. The campanile is simple and rude and dates probably from the 11.th century. The Duomo was fully restored or rebuilt in 1008 and of this period is probably the belfry. S. Fosca is much older"". ",complete
1032,1032,sup 2068,"Siena. / Palazzo Tolomei commenced in 1205, the oldest gothic / palace in Siena. / Observe the shape of the Tolomei shields"".",complete
1033,1033,sup 1692,"Mastino II, who died in 1351"". 
",complete
1034,1034,sup 1693,"Le tombe di Scaligeri. Verona. The large monument in the foreground is that of Mastino II, who died in 1351. He caused it to be erected in his lifetime. It is foursided and the iron work about it, of a pattern adorned with little ladders, is most remarkable. The little church with the campanile of the 13th. century is S. Maria Antica. Says Street of the cemetery of the Scaligers ..."". ",incomplete
1035,1035,sup 1694,"Verona. The tower of the Palazzo della Ragione begun in 1172 at the cost of the Lambertini. It is 306 feet high and is much admired by Street. The upper portion is octogonal and of later date"".",complete
1036,1036,sup 1695,"Tomba di Cansignorio. Verona. Monument of Cansignorio who died in 1375. It is the most elaborate of the della Scala memorials and hexagonal in form. It was made by Bonino da Campione, the master who costructed the monument of Bernabò Visconti in 1370. This is now in the Brera at Milan. The adjacent sarcophagi are the tombs of various members ..."".",incomplete
1037,1037,sup 2071,"Duomo. Siena. / Piccolomini Altar near the library, the work of / Andrea Fusina, milanese. / At this altar worked Pietro Torrigiani and perhaps / also Michel Angelo. Platina, the historian of the Popes, wrote in May 1481 to / Lorenzo il Magnifico recommending Andrea Fusina, milanese, / who was than making this altar piece, calling him ""Andreas / marmorarius, sculptor egregius, vicinus meus"".",complete
1038,1038,sup 1702," Cattedrale. Verona. Southern porth"".",complete
1039,1039,sup 1703,"S. Maria Antica - Verona. Monument of Giovanni della Scala, brought from the outside of S. Firmo. He bears in su la Scala il santo ucello. +1350"". ",complete
1040,1040,sup 1705,"Verona. Porta Borsari with an inscription of Gallianus time, 256"". ",complete
1041,1041,sup 1706,"Verona. Entrance to Vescovado, built for Cardinal Michieli - 1500. The Cardinal was poisoned by the Borgias"".",complete
1042,1042,sup 1710,"Verona. Tribunali"".",complete
1043,1043,sup 2073,"Siena. / Floor of Duomo. / Monument in mosaics of a bishop, the work of / Neroccio Landi. 15.th century"".",complete
1044,1044,sup 2075,"Siena. / Floor of Duomo. / Lavorato a graffito da Duccio. / The doctor and canonicus died in 1468"".",complete
1045,1045,sup 2074,"Siena. Floor of Duomo. / Donatello's bronze bishop Pecci +1426. / They want to make ont that this Pecci was a collateral / ancestor of Pope Leo"".",complete
1046,1046,sup 1709,"S. Pietro Martire. Verona. Monument of Count Guglielmo da Castelbarco, the friend and councillor of the della Scalas. He died in 1320 and must therefore have known Dante. He helped to built the adjacent S. Anastasia. Both Ruskin and Street praise this tomb higly. Says the former, calling it the nameless tomb standing over the small cemetery ..."".",incomplete
1047,1047,sup 1711,"S. Maria Antica - Verona. Monument of Cangrande, Dante's friend, who died in 1329. Si canis hic grandis ingencia facta peregit Marchia testis ad est quam sero Marte subegit Sclavigerum qui laude domum perastra tulisset Majores in luce moras si Parcha dedisset Hinc juli geminata dies ..."". ",incomplete
1048,1048,sup 1712,"Verona. Palazzo del Consiglio, la Loggia built at the beginning of the 16th. century by Fra Giocondo of Verona who built le pont de Notre Dame at Paris and il ponte della Pietra across the Adige at Verona. Modern statue of Dante by Zannoni (1865), a good work"".",complete
1049,1049,sup 1714,"Vicenza. Tower in the Piazza dei Signori adjacent to Palladios Basilica"".",complete
1050,1050,sup 1716,"To show how sepulchral monuments, avelli, were placed outside churches in the middle ages"".",complete
1051,1051,sup 1720,"Padua. Exterior of Palazzo della Ragione"". ",complete
1052,1052,sup 1723,"Verona. S. Zenone. This fine tower - built from 1045 to 1178 - is a recunant of the Benedectine cloister occupied by the German emperors in their Italian campaigns"".",complete
1053,1053,sup 1724,"Murano. Palazzo Mula"".",complete
1054,1054,sup 1725,"Venice. Doge's Palace"".
",complete
1055,1055,sup 1782,"Venice. Doge's Palace"".
",complete
1056,1056,sup 1726,"Venice. The Doges palace from under the bridge of sighs. The coat, or, two bauds gules; on a chief azure, three stars or is that of Doge Francesco Donato (1545-1553)"".",complete
1057,1057,sup 1727,"Venice. San Marco. Edicola del Crocifisso. This crucifix was brought from Costantinople on its conquest by Enrico Dandolo in 1204. The tabernacle is somewhat later"".",complete
1058,1058,sup 1729,"Venice. Palazzo ducale. Details of Giants stairs"".",complete
1059,1059,sup 1731,"Frari. Venice. Petrus Bernardus Hieronymi filius sibi vivens fecit Hieronymus et Laurentius filii pientiss. Posuere MDLVIII. A lovely monument that P. Bernardo caused to be begun in 1525. Alessandro Vittoria is said to have had a hand in it, but he was born in that year. Observe the basreliefs of Adam and Eve and in particular the ..."". ",incomplete
1060,1060,sup 1732,"Frari at Venice. Monument of Jacopo Marcello, the Venetian Admiral who fell in the sea fight off Gallipoli in 1484. ""Ludovicus et Petrus filii pientiss. posuere 1484"". It is of the school of the Lombardi. The oval form is common in monuments of this school - see those at Treviso"". ",complete
1061,1061,sup 1733,"Exterior of S. Zanipolo. Sarcophagus of the two Tiepoli doges, Jacopo e Lorenzo. Dominus Jacobus hobiit MCCLI. Dominus Laurentius hobiit MCCLXXVIII. The elder was a great warrior and reduced Zara in 1243. The inscription calls the town ""ingrata Jadra"". It was always rebelling. Quos natura pares studiis, virtutibus, arte, Edidit ..."". ",incomplete
1062,1062,sup 1735,"S. George of the Slavonicus, Venice. The basreliefs are of different epochs, and older than the church"".",complete
1063,1063,sup 2078,"Siena. / Ring for holding a banner or torch at the Palazzo del Magnifico / by Giacomo Cozzarelli, who designed the palace, which was / completed in 1508 for Pandolfo Petrucci, the / Magnifico, the great ruler of Siena who knew how to maintain himself / against even Cesar Borgia"".",complete
1064,1064,sup 2079,"Tabernacle of S. Caterina containing her head, made in 1466 by Giov. di Stefano / for Niccolo Benzi-see inscription. The frescoes right and left are by Sodoma (G.A. Bazzi)"".",complete
1065,1065,sup 1744,"Venice. Exterior of San Marco"".",complete
1066,1066,sup 1745,"Venice. Atrium of San Marco. Early Christian sarcophagus containing the remains of doge Marino Morosini who died in 1253. It is of a late period and very rude"".",complete
1067,1067,sup 1747,"Lovato, a celebrated jurisconsult and poet of Padua, who died in 1319, made the people there believe that he had found Antenors bones. They were those of an Ungar of the 9th. century. They were put into a big stone sarcophagus, like that of Petrarch at Arqua, and an epitaph composed that reads thus: C. Inclytus Antenor patriam vox nisu quietam ..."". ",incomplete
1068,1068,sup 1748,"Monarcha sapientie Antonius de Roycellis MCCCCLXVI Die XVI Decemb. I have his medal"".",complete
1069,1069,sup 1749,"Fulgosus Raphael virtutum jaspis utroque Jure stuper tantus que fama quantus et orbis Scriptis morte vacat tam parvo clauditur antro. Obiit Anno Domini MCCCCXXVII. Donatello did not come to Padua till 1444"".
",complete
1070,1070,sup 1827,"Piero di Nicolò"".",complete
1071,1071,sup 1750,"This terribly naturalistic relief is of terracotta. Donatello came to Padua in 1444 and departed in 1456"". ",complete
1072,1072,sup 1752,"Erasmo da Narni died in 1443"". ",complete
1073,1073,sup 1753,"This monument was made by Alessandro Vittoria in 1555. The slaves are by Pietro da Salò and Agostino Zeno. The bust above by Danese Cataneo"".",complete
1074,1074,sup 1754,"Giovanni died in 1460. It is monument seems to be by the same artist who made that of his father"".",complete
1075,1075,sup 1755,"+1370"".",complete
1076,1076,sup 2080,"Siena. / The new Fonte Gaia by Tito Sarrocchi. It is as yet incomplete wanting / the statues of the virtues that stood on the parapet of the original. / It is not a very great success.""",complete
1077,1077,sup 2082,"Palazzo Pubblico. Siena. / La Lupa in bronzo dorato, lavorata dai Turini nel 1429"".
",complete
1078,1078,sup 1756,"A.D. 1350. Jacopo da Carrara regned from 1345 to 1350. He began by murdering his predecessor, but otherwise was a nield and just prince. He completed S. Antonio and made Petrarch a canon. He was murdered by his Corsini Guglielmo"".",complete
1079,1079,sup 2085,"Baptistery. Pisa. / Relief from Nicolas Pulpit. The first renaissance begins. The Madonnas head / that of a Juno"".",complete
1080,1080,sup 2086,"Baptistery. Pisa. / Basrelief from Nicolas pulpit. / Mary is copied from Theseus proud wife on the sarcophagus of Beatrix"".",complete
1081,1081,sup 2087,"Pisa. / Niccolo Pisanos celebrated pulpit in the Baptistery. 1260. / Anno milleno biscentum bisque triceno / Hoc opus insigne sculpit Nicola Pisanus / Landetur digne tam bene docta manus. / He was born in 1205 and died in 1278. / He made the Pulpit in the Duomo of Siena in 1268"".",complete
1082,1082,sup 1762,"Frigida Francisci lapis hic tegit ossa Petrarce Suscipe Virgo Parens animam sate Virgine parce Fessaq; jam terris celi requiescat in arce. MCCCLXXIIII XVIIII Julii. and below: Vira insigni F.P. Laureato Franciscolus Debros etc. etc. (P.s. son in Law). The bust is in bronze put up in 1547. At Arqua they say that Petrarch loved his stuffed ..."". ",incomplete
1083,1083,sup 2090,"Pisa. / Façade of the Duomo. 1067-1118; in which latter year the / Cathedral was consecrated. Buskettus and Raynaldus / were the architects"".",complete
1084,1084,sup 2091,"Pisa. / Side door of the Duomo. / A bronze work of the last half of the 12.th century by Bonannus"".",complete
1085,1085,sup 1767,"Venice. S. Aponal. This door came from S. Helena where it formed part of the monument of Vittore Cappello - Antonio Dentore - 1480"".
",complete
1086,1086,sup 1768 documenta la tomba nella sua collocazione ottocentesca nel cortile del Seminario Patriarcale di Venezia.,,complete
1087,1087,sup 1769,"Monumento al doge Vendramin a S. Giov. e Paolo. Venezia. Sepulchre of Doge Andrea Vendramin in San Zanipolo. He died in 1478 and was buried in the Servi whence his monument was removed when that church was destroyed. It is probably by Tullio Lombardo, tho' some think that Alessandro Leopardo, who made the equestrian statue of Colleoni, had a ..."". ",incomplete
1088,1088,sup 2092,"Tower in the city wall at Pisa called la torre Guelfa. It is connected by a wall with another called la Ghibellina"".",complete
1089,1089,sup 1775,"Venice. San Zanipolo. Monument of Doge Niccolò Marcello, who died in 1474. It is of the early renaissance and by the Lombardi"". ",complete
1090,1090,sup 2093,"The Campanile was begun in 1174 by Bonanno of Pisa / and John of Innsbruck. The upper story was added in 1350 / by Tomaso Pisano. It is 179 feet high. / The basrelief over the door says: / ""+An. dmi. MCLXXIIII campanile hoc fuit fundatum mense cinq."" The inscription on the façade of the Duomo says: / ""Quod vix mille boum posent (sic) fuga..."". Segue trascrizione dell'iscrizione.",incomplete
1091,1091,sup 2094,"Lucca. / The palazzo and tower of the Guinigi, lords / of Lucca at the end of the 14.th and beginning of / the 15.th centuries"".",complete
1092,1092,sup 1777,"Monument of Aventino Fracastoro, doctor of Cangrande. About 1330"". ",complete
1093,1093,sup 1778,"Verona. Tower of the Castelvecchio and medioeval bridge. Erected by Cangrande II in 1355"".",complete
1094,1094,sup 2095,"Lucca. San Giovanni. / Door of the 12.th century. The Madonna between Angels and Apostles / probably by Guidetto"".",complete
1095,1095,sup 1779,"S. Zenone Verona. Campanile probably of the year 1138 when the church was restored. It is very effective. On the basrelief by the side of the porch of the Church the great Theodoric is seen riding to the devil. Says the inscription: 'Moxque paratur equus, quem misit demon iniquus, Exit aquae nudus, petit infera non rediturus'"".",complete
1096,1096,sup 2096,"Lucca. / Campanile of S. Michele. It was about 1430 / by Paolo Guinigi, lord of Lucca. Its base is an oblong. / The church dates from 1188, its façade is the work /of Guidello, who built that of the Duomo"".",complete
1097,1097,sup 2097,"The present front of S. Frediano, Lucca. / The Campanile, which has an oblong base, / and has lately been completely restored, / dates before the 12.th century"".
",complete
1098,1098,sup 2098,"S. Frediano, Lucca. / This old church was in the 12.th century completely / turned round, its apse turned into an entrance / and its façade erected where the apse originally stood. / The Campanile, which was built before the change / took place, was on the left side of the original front"".",complete
1099,1099,sup 1784,"Santa Maria gloriosa dei Frari. Venice. Foundation laid in 1250 by Cardinal Ottoviano (Dante Inferno X-120) The Church first opened forenship in 1280. The three statues over the entrance, Christ between Mary and Francis are said to be by one of the Pisani"". 
",complete
1100,1100,sup 1783,"Venice. Madonna dell'Orto. The church is of the last quarter of the 14.th century. The facade was carried ont by Bartol. Bon between 1440 and 1470. The building was well restored in 1850"". 
",complete
